f1,f2,f3
-0.12166779028719417,-0.12166779028719417,-0.12166779028719417
0.40740886332427606,0.18548101249808097,0.28497757962828085
0.4281447957552776,0.0018748893417019352,0.19209081447256254
0.6753043663495634,0.0786620612663237,0.3426438709769512
0.8433511376185189,0.12436800001025468,0.4381468889615344
1.1150207750727332,0.33250655594657963,0.6667401833607821
1.0273451912087113,0.24686612516502582,0.5688493779999744
0.8368325370454659,0.1262257558589184,0.4021334329214359
0.7858137237517334,0.21054349437819891,0.4077520567416949
0.6726835840414707,0.2913558648100902,0.3806860058392303
0.4366630526599685,0.29700407702636367,0.25473125753324766
0.32212995751635415,0.45770293673357404,0.2671988398290418
0.013914347364316137,0.44179808648187413,0.0946910951878277
-0.14014876169133555,0.5794389116842472,0.07621448651453724
-0.3522295030829443,0.6407704969170553,-0.009229503082944429
-0.5722682163402493,0.6593706413616345,-0.11980841044390833
-0.598500960380449,0.8228445014676116,-0.06082424687550536
-1.0748773050862304,0.4763687067763398,-0.4816503548269957
-0.9025818522941064,0.7119079495646271,-0.28688389192235964
-0.9005380403707378,0.7081751971964517,-0.2966176449705793
-0.5842965775565141,0.9519015639988437,-0.02524932811011099
-0.6437797542613861,0.7599338081117092,-0.15930500743080273
-0.41989319045689166,0.802158681372935,-0.03428281609092619
-0.11404694730324327,0.8912438209447312,0.1554569198771081
0.08996535143434506,0.8597968339023752,0.23433164792795116
0.39658954356423126,0.9298682782283785,0.4155995769663044
0.4601858738302414,0.7734246481462362,0.36243362869344037
0.7000545052992566,0.8261719233409934,0.5023459545516398
1.0114261329352758,0.9974261329352762,0.7376185117999444
0.9596286440637097,0.8633182112792512,0.6389888096200975
0.9979177333419731,0.8838866012443923,0.663111506922457
1.0388161638835423,0.9739525934644501,0.7236657019130034
0.8761529015601077,0.9250012464198728,0.613314949396729
0.8054596989749379,1.0257362480967585,0.6241829744433379
0.5154644795870271,0.9540372853731681,0.43957904074425536
0.3684797199077494,1.0580865010942968,0.4147553626143027
-0.20927944699558632,0.747648465186237,-0.03229386455922176
-0.23748727852266416,0.9853982398131442,0.06993553867525361
-0.4736289305977008,0.9962018956274269,-0.044862765352675485
-0.7293290913839174,0.9519898996958718,-0.19653325881199554
-0.9975347117448566,0.8456944892207622,-0.3850812504164013
-0.707995992537184,1.2367305385402823,-0.045672938434970445
-1.1194225731161145,0.8595774268838855,-0.44042257311611444
-1.0184684731480809,0.9252580579293863,-0.35714541904586683
-0.7240292545197831,1.1171999464458362,-0.11357579319132743
-0.8973411605828318,0.7809778304969581,-0.36754532801090956
-0.6350000837642278,0.8308307424609023,-0.2102339185192013
-0.18164976246835085,1.0362357558674584,0.12077305472956731
0.31606691051544417,1.2669948226972683,0.48705249295180914
0.32938007045473006,1.0119868516412782,0.36865571316128365
0.48411288286586684,0.9146856886520071,0.40022744402309474
0.6635695410907958,0.8748460902126168,0.4732928165591961
0.8400120189165161,0.8788603637762815,0.5671740667531375
0.9313195051853376,0.8554559347662456,0.6051690432147987
0.9713321177008531,0.8453009856032724,0.6245258912813371
1.0261601451815014,0.916849712397043,0.6925203107378893
0.8902642000780865,0.8622642000780859,0.6024565789427546
0.5558318079784211,0.6669492260201568,0.3431232572308037
0.5972815635680399,0.8945203378840346,0.48352931843123886
0.39269252018715156,0.9089712548512989,0.3947025535892247
0.03237203948668433,0.7842035219547119,0.15873833598028914
-0.2810524212549896,0.7052383469929832,-0.03054855407463907
-0.38296608122793024,0.8190857906018951,-0.017355706861965442
-0.6655176118261142,0.717195950546981,-0.2020428649955309
-0.6248568181613544,0.8893413233940026,-0.08780956871495169
-1.0747584932686705,0.5109547442985191,-0.4938380978685122
-0.9274186421457065,0.6630711597130271,-0.3357206817739597
-0.902803562989272,0.6234424488732981,-0.3345766127300373
-0.8188048064247724,0.5765406554232878,-0.30712809291982884
-0.7866979319475399,0.4179409257543455,-0.3612381260511982
-0.39372177363585203,0.5712782263641484,-0.07872177363585194
-0.19459293655305132,0.49599473682253,-0.007229688347179214
0.05060077201762268,0.4484845111351816,0.1013775198411347
0.1752924956867651,0.2798654749039885,0.0893613779994544
0.3754951267942697,0.20383615116066572,0.16156333166754927
0.8101783829504662,0.3958506637190859,0.48518080474822595
1.0319824287576935,0.42271219938416027,0.6199207617476554
0.9840058917618584,0.23839911057531124,0.5143067876378284
1.0939605349803454,0.2774814689366599,0.5994647217716084
0.9001334124402762,0.0806191933141222,0.4148528207283248
0.8161900748372373,0.05920693722897341,0.3729858261802529
0.6772440586929899,0.04160175360974912,0.3055835633203771
0.468012920894454,0.001743014480875299,0.19195893961173727
0.14588964553221387,-0.11703820529398024,-0.01754163816378082
0.2225400710012386,0.18054007100123784,0.18054007100123817
-0.24376806661990413,-0.06484021579370843,-0.16433678292390858
-0.33501073575796225,0.04725917065561251,-0.1429567544752477
-0.6510918301836456,-0.09944952510040833,-0.3634313348110347
-0.708749116660131,-0.03576597905186747,-0.34954486800314705
-1.0231028921121337,-0.28758867298598023,-0.6218223004001825
-1.2239899397909337,-0.49151087374724806,-0.8134941265821967
-0.7932897945611931,-0.13168301337464525,-0.4075906904371629
-0.7930219031308186,-0.26775167375728226,-0.46496023612077925
-0.6078330424583474,-0.27750532322696503,-0.3668354642561062
-0.39503275506025015,-0.30737377942664484,-0.265100959933529
-0.4329884251819395,-0.621561404399161,-0.4310573074946279
-0.02522658431311533,-0.5071103234306724,-0.16000333213662643
0.14422937211992262,-0.6303583012556567,-0.1271338760859486
0.495388958734592,-0.5536110412654063,0.09638895873459277
0.8523673926464541,-0.4362714650554301,0.34290758675011307
0.9530070718239678,-0.5263383900240935,0.35733035831902377
0.946669342164089,-0.6635766696984805,0.29444239190485455
0.9845176107054623,-0.689972191153271,0.3088196503337156
1.0947302918443615,-0.574982945722828,0.429809896444203
1.0181070914078598,-0.5800910501474983,0.3970598419614566
0.7939521262500493,-0.6727614361230445,0.24647737941946662
0.5179172836239196,-0.7681345882059072,0.06830690925795416
0.3307510344881987,-0.7395397337597777,-0.0037528326921535474
-0.07730029755940304,-0.9131317800274339,-0.28766659405300954
-0.14825272412503243,-0.7485314587891828,-0.23426275752710718
-0.4099504664081933,-0.7911892407241866,-0.3801982212713915
-0.6691412749745361,-0.8642586930162729,-0.5404327242269192
-1.0242160426947107,-1.0802160426947118,-0.8204084215593797
-0.9052359633521975,-0.8799255305677393,-0.6555961289085854
-0.9820377254531296,-0.9400065933555488,-0.7192314990336135
-0.970690418366807,-0.9788268479477156,-0.7285399563962685
-0.9679325542051993,-1.090780899064965,-0.7790946020418209
-0.46166277628708086,-0.7569393254088993,-0.3553860517554799
-0.48359400719746326,-0.9981668129836032,-0.4837085683546911
-0.3181250311843928,-1.0847318123709375,-0.44140067389094473
-0.047227637712684026,-1.0821555498945028,-0.3022132201490464
0.3281332762932867,-0.9737522420425226,-0.05828954090463148
0.4875921426937988,-1.0622386835313282,-0.02117402255122612
0.6413981237960975,-1.12092086728369,0.027602291224176623
0.9246644203928072,-1.0005647805728104,0.2302109590643525
1.097149188832442,-0.9305773422450245,0.3518261347302283
1.0525056673614106,-1.0104943326385893,0.2895056673614106
1.043296984959395,-0.9854295461180713,0.29697393085718143
1.0584807961004423,-0.8687484048651783,0.362027334771986
0.7954752401348326,-0.969843750944959,0.17867940756290956
0.5317215291472336,-1.0221092970778956,0.01895536390220756
0.1941478822885461,-1.112737636047262,-0.1972749349093716
-0.14781041138397594,-1.1887383235657973,-0.4087959938203396
-0.24714842397721987,-1.0207552051637707,-0.3774240666837748
-0.380690852177124,-0.9032636579632665,-0.388805413334353
-0.6124475354471302,-0.9167240845689506,-0.5151708109155302
-0.9280512418411961,-1.0608995867009612,-0.7492132896778174
-0.9026315556207207,-0.9217679852016281,-0.6714810936501816
-0.7010886388473709,-0.6710575067497901,-0.4502824124278547
-0.810665898266244,-0.7983554654817853,-0.5740260638226317
-0.8178848506865602,-0.8878848506865605,-0.6280772295512287
-0.7294258391605736,-0.9395432572023061,-0.6157172884129546
-0.26831226997392255,-0.6655510442899195,-0.2545600248371226
-0.02322149152156111,-0.6405002261857058,-0.12623152492363293
0.13491282656515458,-0.7189186559028738,-0.0934534699284507
0.41244787160247365,-0.6768428966455005,0.05894400442212261
0.558120278881186,-0.747931592948636,0.08850990451522305
0.8790041901429569,-0.6087093722301403,0.31052944331237264
0.7336390281178802,-0.8865591134374762,0.09059177867147777
1.0160126384029298,-0.6767005991642594,0.3280922430027714
